"scenario","K","n","p","rep","n_pairs","prop_corr_decrease","prop_corr_increase","prop_corr_equal","mean_signed_diff","mean_negative_diff"
"nonlinear_var",5,500,10,65,45,0.333333333333333,0.666666666666667,0,0.00601486188680372,-0.00255587089591708
"nonlinear_var",5,500,10,66,45,0.4,0.6,0,0.00101692248648943,-0.00127453320209098
"nonlinear_var",5,500,10,67,45,0.422222222222222,0.577777777777778,0,0.00125536480910388,-0.00271141973026954
"nonlinear_var",5,500,10,68,45,0.6,0.4,0,0.000778046748619232,-0.00222384933408795
"nonlinear_var",5,500,10,69,45,0.288888888888889,0.711111111111111,0,0.00362987399349015,-0.0019218514660195
"nonlinear_var",5,500,10,70,45,0.222222222222222,0.777777777777778,0,0.00378338016175957,-0.00372809151500284
"nonlinear_var",5,500,10,71,45,0.222222222222222,0.777777777777778,0,0.00358634462406487,-0.00342499978883362
"nonlinear_var",5,500,10,72,45,0.355555555555556,0.644444444444444,0,0.00325314995853429,-0.00117076430544451
"nonlinear_var",5,500,10,73,45,0.155555555555556,0.844444444444444,0,0.00402735556015704,-0.000722880987828245
"nonlinear_var",5,500,10,74,45,0.288888888888889,0.711111111111111,0,0.00309191635341246,-0.00277336787300809
"nonlinear_var",5,500,10,75,45,0.155555555555556,0.844444444444444,0,0.00414061964187978,-0.00174929061680232
"nonlinear_var",5,500,10,76,45,0.533333333333333,0.466666666666667,0,-0.000833983478943938,-0.00341233670600191
"nonlinear_var",5,500,10,77,45,0.355555555555556,0.644444444444444,0,0.00521368035690829,-0.00168111784304711
"nonlinear_var",5,500,10,78,45,0.288888888888889,0.711111111111111,0,0.00306981291207156,-0.00163467066354641
"nonlinear_var",5,500,10,79,45,0.244444444444444,0.755555555555556,0,0.00434124531164746,-0.00107519954593322
"nonlinear_var",5,500,10,80,45,0.311111111111111,0.688888888888889,0,0.00357922531253548,-0.00318924740985187
"nonlinear_var",5,500,10,81,45,0.333333333333333,0.666666666666667,0,0.00182334269133257,-0.00319585554855174
"nonlinear_var",5,500,10,82,45,0.333333333333333,0.666666666666667,0,0.00310298937340143,-0.00248619373855998
"nonlinear_var",5,500,10,83,45,0.155555555555556,0.844444444444444,0,0.00662113014123375,-0.00170835187589724
"nonlinear_var",5,500,10,84,45,0.222222222222222,0.777777777777778,0,0.00509672576355635,-0.00293203409320945
"nonlinear_var",5,500,10,85,45,0.377777777777778,0.622222222222222,0,0.000915675857199415,-0.00311250987752458
"nonlinear_var",5,500,10,86,45,0.111111111111111,0.888888888888889,0,0.00301099954351581,-0.000969783147864312
"nonlinear_var",5,500,10,87,45,0.355555555555556,0.644444444444444,0,0.00133446742311651,-0.00258452978937626
"nonlinear_var",5,500,10,88,45,0.466666666666667,0.533333333333333,0,0.00257867815578632,-0.00232762199980363
"nonlinear_var",5,500,10,89,45,0.2,0.8,0,0.00391887338324589,-0.00373243479985553
"nonlinear_var",5,500,10,90,45,0.2,0.8,0,0.00434658201321313,-0.00103554685205635
"nonlinear_var",5,500,10,91,45,0.511111111111111,0.488888888888889,0,0.00050631132309493,-0.00312160194216617
"nonlinear_var",5,500,10,92,45,0.377777777777778,0.622222222222222,0,0.00135035172435364,-0.00103506607338449
"nonlinear_var",5,500,10,93,45,0.311111111111111,0.688888888888889,0,0.00336708477907205,-0.00178455498585876
"nonlinear_var",5,500,10,94,45,0.355555555555556,0.644444444444444,0,0.00215656252506023,-0.00158101721149117
"nonlinear_var",5,500,10,95,45,0.222222222222222,0.777777777777778,0,0.00346147731715899,-0.00180652144674096
"nonlinear_var",5,500,10,96,45,0.333333333333333,0.666666666666667,0,0.00124278161544294,-0.00180643395254142
"nonlinear_var",5,500,10,97,45,0.6,0.4,0,-4.0198991397432e-05,-0.00270476342347825
"nonlinear_var",5,500,10,98,45,0.266666666666667,0.733333333333333,0,0.00410406280605525,-0.00178870975568681
"nonlinear_var",5,500,10,99,45,0.355555555555556,0.644444444444444,0,0.00123195889192849,-0.00236031807731532
"nonlinear_var",5,500,10,100,45,0.0888888888888889,0.911111111111111,0,0.00696000777330312,-0.00185872647356919
"nonlinear_var",10,500,10,1,45,0.0666666666666667,0.933333333333333,0,0.0184659451802214,-0.00035316383967073
"nonlinear_var",10,500,10,2,45,0,1,0,0.0186060333275078,0
"nonlinear_var",10,500,10,3,45,0.177777777777778,0.822222222222222,0,0.00547891802199667,-0.00296432186192147
"nonlinear_var",10,500,10,4,45,0.177777777777778,0.822222222222222,0,0.0102157111815388,-0.00256565392265788
"nonlinear_var",10,500,10,5,45,0.0888888888888889,0.911111111111111,0,0.0148597230389541,-0.00368976300989693
"nonlinear_var",10,500,10,6,45,0.0222222222222222,0.977777777777778,0,0.0207714763921302,-0.000379249260237025
"nonlinear_var",10,500,10,7,45,0,1,0,0.0181469231329617,0
"nonlinear_var",10,500,10,8,45,0.0222222222222222,0.977777777777778,0,0.0119436026884762,-0.00222578046970257
"nonlinear_var",10,500,10,9,45,0.0444444444444444,0.955555555555556,0,0.0109573036421379,-0.00194411624370316
"nonlinear_var",10,500,10,10,45,0.0888888888888889,0.911111111111111,0,0.00846852078757205,-0.00131928421422192
"nonlinear_var",10,500,10,11,45,0.0222222222222222,0.977777777777778,0,0.0133649982842287,-0.0011615790770203
"nonlinear_var",10,500,10,12,45,0.0888888888888889,0.911111111111111,0,0.0119157402832769,-0.00183063045445189
"nonlinear_var",10,500,10,13,45,0,1,0,0.0150624399608511,0
"nonlinear_var",10,500,10,14,45,0.133333333333333,0.866666666666667,0,0.0107942390565106,-0.00595755479029379
"nonlinear_var",10,500,10,15,45,0.0222222222222222,0.977777777777778,0,0.0124713415170711,-0.000723928295048193
"nonlinear_var",10,500,10,16,45,0.0666666666666667,0.933333333333333,0,0.0116424197491275,-0.00290981902151273
"nonlinear_var",10,500,10,17,45,0.0888888888888889,0.911111111111111,0,0.0157879035303211,-0.00304133891391364
"nonlinear_var",10,500,10,18,45,0.111111111111111,0.888888888888889,0,0.011322690143584,-0.00175918140535796
"nonlinear_var",10,500,10,19,45,0.2,0.8,0,0.00556183094201523,-0.00353096367315209
"nonlinear_var",10,500,10,20,45,0.0222222222222222,0.977777777777778,0,0.0128682903609283,-0.00013296698055032
"nonlinear_var",10,500,10,21,45,0.0444444444444444,0.955555555555556,0,0.0143320225655462,-0.00165976628109538
"nonlinear_var",10,500,10,22,45,0.0444444444444444,0.955555555555556,0,0.0141801938367951,-0.00340384856529508
"nonlinear_var",10,500,10,23,45,0.0666666666666667,0.933333333333333,0,0.00844740891648123,-0.0014449385352772
"nonlinear_var",10,500,10,24,45,0,1,0,0.0149150656062667,0
"nonlinear_var",10,500,10,25,45,0.0222222222222222,0.977777777777778,0,0.0158750600737828,-0.00160698202886522
"nonlinear_var",10,500,10,26,45,0.0444444444444444,0.955555555555556,0,0.0116240644833553,-0.00252751774884785
"nonlinear_var",10,500,10,27,45,0.244444444444444,0.755555555555556,0,0.00642647610777379,-0.00237772576374915
"nonlinear_var",10,500,10,28,45,0.0222222222222222,0.977777777777778,0,0.0142824065853415,-0.00208614951401831
"nonlinear_var",10,500,10,29,45,0.177777777777778,0.822222222222222,0,0.0109208074692112,-0.00460971070570557
"nonlinear_var",10,500,10,30,45,0.0666666666666667,0.933333333333333,0,0.0101349046747715,-0.00371144626844566
"nonlinear_var",10,500,10,31,45,0.0222222222222222,0.977777777777778,0,0.011884791716561,-0.00129651837858857
"nonlinear_var",10,500,10,32,45,0.111111111111111,0.888888888888889,0,0.00786979479052235,-0.00149537557259831
"nonlinear_var",10,500,10,33,45,0.111111111111111,0.888888888888889,0,0.0109148286639915,-0.00283117035818718
"nonlinear_var",10,500,10,34,45,0.222222222222222,0.777777777777778,0,0.00479273004753484,-0.003280089139239
"nonlinear_var",10,500,10,35,45,0.0666666666666667,0.933333333333333,0,0.0151548866458802,-0.00127096501680568
"nonlinear_var",10,500,10,36,45,0.0222222222222222,0.977777777777778,0,0.0253588026426653,-0.00496822450902246
"nonlinear_var",10,500,10,37,45,0,1,0,0.0135082463303325,0
"nonlinear_var",10,500,10,38,45,0,1,0,0.020685802527497,0
"nonlinear_var",10,500,10,39,45,0.0666666666666667,0.933333333333333,0,0.0188602723307804,-0.00357810628943663
"nonlinear_var",10,500,10,40,45,0.0444444444444444,0.955555555555556,0,0.0101474715748974,-0.00363671500929258
"nonlinear_var",10,500,10,41,45,0.111111111111111,0.888888888888889,0,0.0116925489456396,-0.00424004333703953
"nonlinear_var",10,500,10,42,45,0,1,0,0.0236089244616707,0
"nonlinear_var",10,500,10,43,45,0.0222222222222222,0.977777777777778,0,0.0155183404159628,-0.0050187345847762
"nonlinear_var",10,500,10,44,45,0.0888888888888889,0.911111111111111,0,0.00895513176362813,-0.00212272859872806
"nonlinear_var",10,500,10,45,45,0.0666666666666667,0.933333333333333,0,0.0107791230336011,-0.00137454606522595
"nonlinear_var",10,500,10,46,45,0.111111111111111,0.888888888888889,0,0.0117696977761376,-0.0033948015452631
"nonlinear_var",10,500,10,47,45,0.0444444444444444,0.955555555555556,0,0.011842834080775,-0.00190089861322917
"nonlinear_var",10,500,10,48,45,0.155555555555556,0.844444444444444,0,0.0126871129164745,-0.00359750542195377
"nonlinear_var",10,500,10,49,45,0,1,0,0.0193713576986349,0
"nonlinear_var",10,500,10,50,45,0.133333333333333,0.866666666666667,0,0.0115219662289712,-0.00179851842982104
"nonlinear_var",10,500,10,51,45,0.222222222222222,0.777777777777778,0,0.00511459238794991,-0.00578860430127376
"nonlinear_var",10,500,10,52,45,0.111111111111111,0.888888888888889,0,0.00780862561778395,-0.00542270305893129
"nonlinear_var",10,500,10,53,45,0.0222222222222222,0.977777777777778,0,0.0139813690398922,-0.00994357414641533
"nonlinear_var",10,500,10,54,45,0.155555555555556,0.844444444444444,0,0.0128539350305539,-0.0067083219982458
"nonlinear_var",10,500,10,55,45,0.0444444444444444,0.955555555555556,0,0.0141259744318198,-0.000402651955971223
"nonlinear_var",10,500,10,56,45,0,1,0,0.0155983674568416,0
"nonlinear_var",10,500,10,57,45,0.0888888888888889,0.911111111111111,0,0.0108233772574933,-0.00124167167553968
"nonlinear_var",10,500,10,58,45,0,1,0,0.0207449097930513,0
"nonlinear_var",10,500,10,59,45,0.0444444444444444,0.955555555555556,0,0.0127482763309836,-0.00362362482077516
"nonlinear_var",10,500,10,60,45,0.0222222222222222,0.977777777777778,0,0.015347074612471,-0.00373393936710886
"nonlinear_var",10,500,10,61,45,0.0222222222222222,0.977777777777778,0,0.0102753243290708,-0.00137874794727677
"nonlinear_var",10,500,10,62,45,0,1,0,0.0177766138922589,0
"nonlinear_var",10,500,10,63,45,0.0444444444444444,0.955555555555556,0,0.0136404859648487,-0.00615122708733074
"nonlinear_var",10,500,10,64,45,0.155555555555556,0.844444444444444,0,0.00911535302182195,-0.00179254382113896
"nonlinear_var",10,500,10,65,45,0.0888888888888889,0.911111111111111,0,0.00743430028423807,-0.00298735747762632
"nonlinear_var",10,500,10,66,45,0.0444444444444444,0.955555555555556,0,0.0111556069621573,-0.00348960385786129
"nonlinear_var",10,500,10,67,45,0.0888888888888889,0.911111111111111,0,0.0147300254330166,-0.0093184735309659
"nonlinear_var",10,500,10,68,45,0,1,0,0.0159023889666562,0
"nonlinear_var",10,500,10,69,45,0.0666666666666667,0.933333333333333,0,0.0168500779219556,-0.0013245417994513
"nonlinear_var",10,500,10,70,45,0.0222222222222222,0.977777777777778,0,0.0100816485768608,-0.00071957998094152
"nonlinear_var",10,500,10,71,45,0.0222222222222222,0.977777777777778,0,0.0122618663818445,-0.00205843440179476
"nonlinear_var",10,500,10,72,45,0.0444444444444444,0.955555555555556,0,0.0106957439986192,-0.00105973604501181
"nonlinear_var",10,500,10,73,45,0.111111111111111,0.888888888888889,0,0.0087777943112251,-0.00285821105684914
"nonlinear_var",10,500,10,74,45,0,1,0,0.0119566744715256,0
"nonlinear_var",10,500,10,75,45,0.0444444444444444,0.955555555555556,0,0.0187492656374355,-0.000693687142279742
"nonlinear_var",10,500,10,76,45,0.0666666666666667,0.933333333333333,0,0.0122245192948093,-0.0050956850799833
"nonlinear_var",10,500,10,77,45,0.0666666666666667,0.933333333333333,0,0.016947799303552,-0.00130062661119098
"nonlinear_var",10,500,10,78,45,0.0444444444444444,0.955555555555556,0,0.0169985896760348,-0.000907361007347618
"nonlinear_var",10,500,10,79,45,0.0222222222222222,0.977777777777778,0,0.0128223690945202,-0.00179353990700837
"nonlinear_var",10,500,10,80,45,0.0444444444444444,0.955555555555556,0,0.00928967139601534,-0.000792128894754496
"nonlinear_var",10,500,10,81,45,0.0666666666666667,0.933333333333333,0,0.0156738505132518,-0.00325107680482106
"nonlinear_var",10,500,10,82,45,0.0222222222222222,0.977777777777778,0,0.0149972547052329,-0.00189422981388898
"nonlinear_var",10,500,10,83,45,0.0444444444444444,0.955555555555556,0,0.0168159313279339,-0.00160511476393227
"nonlinear_var",10,500,10,84,45,0.266666666666667,0.733333333333333,0,0.007263356122203,-0.0064178516786501
"nonlinear_var",10,500,10,85,45,0.0222222222222222,0.977777777777778,0,0.00678366638920856,-0.0060411154456973
"nonlinear_var",10,500,10,86,45,0,1,0,0.0142540508956709,0
"nonlinear_var",10,500,10,87,45,0.0222222222222222,0.977777777777778,0,0.0128934992360794,-0.00209772368224026
"nonlinear_var",10,500,10,88,45,0.288888888888889,0.711111111111111,0,0.00715866698955893,-0.0031989389699469
"nonlinear_var",10,500,10,89,45,0,1,0,0.0145158853935593,0
"nonlinear_var",10,500,10,90,45,0.133333333333333,0.866666666666667,0,0.00709879889922922,-0.00616280649175543
"nonlinear_var",10,500,10,91,45,0.0444444444444444,0.955555555555556,0,0.0166836671338606,-0.000963166851349562
"nonlinear_var",10,500,10,92,45,0.0222222222222222,0.977777777777778,0,0.0126887114287108,-0.00526698093137234
"nonlinear_var",10,500,10,93,45,0,1,0,0.0218978904499097,0
"nonlinear_var",10,500,10,94,45,0.133333333333333,0.866666666666667,0,0.00756538950985758,-0.00292968266346313
"nonlinear_var",10,500,10,95,45,0.0666666666666667,0.933333333333333,0,0.0124054975934509,-0.000872933437164584
"nonlinear_var",10,500,10,96,45,0.0444444444444444,0.955555555555556,0,0.0137753418755905,-0.000420454977761997
"nonlinear_var",10,500,10,97,45,0,1,0,0.0172520208893542,0
"nonlinear_var",10,500,10,98,45,0.111111111111111,0.888888888888889,0,0.0110784510736651,-0.00131090241252796
"nonlinear_var",10,500,10,99,45,0.0888888888888889,0.911111111111111,0,0.01456252588455,-0.00239327171133144
"nonlinear_var",10,500,10,100,45,0.0222222222222222,0.977777777777778,0,0.0150476489756128,-0.000824257984798793
"complete_null",2,500,10,1,45,0.466666666666667,0.533333333333333,0,1.06465409240786,-0.000971040238561152
"complete_null",2,500,10,2,45,0.644444444444444,0.355555555555556,0,0.70694677793933,-0.00142998163330409
"complete_null",2,500,10,3,45,1,0,0,-0.0041488893246135,-0.0041488893246135
"complete_null",2,500,10,4,45,1,0,0,-0.00280357276151088,-0.00280357276151088
"complete_null",2,500,10,5,45,0.533333333333333,0.466666666666667,0,0.929651415039872,-0.00155107819269138
"complete_null",2,500,10,6,45,0.644444444444444,0.355555555555556,0,0.706013887992044,-0.00286080880069272
"complete_null",2,500,10,7,45,0.444444444444444,0.555555555555556,0,1.10444275371329,-0.0026391949019702
"complete_null",2,500,10,8,45,0.533333333333333,0.466666666666667,0,0.927982836295441,-0.00210290713051037
"complete_null",2,500,10,9,45,0.533333333333333,0.466666666666667,0,0.927673321244422,-0.00242514974957345
"complete_null",2,500,10,10,45,0.644444444444444,0.355555555555556,0,0.708230397112034,-0.000798485958877878
"complete_null",2,500,10,11,45,0.466666666666667,0.533333333333333,0,1.05983532831574,-0.00177949509929643
"complete_null",2,500,10,12,45,0.466666666666667,0.533333333333333,0,1.05859808565141,-0.0035178218725248
"complete_null",2,500,10,13,45,0.644444444444444,0.355555555555556,0,0.70898084751054,-0.00125018660598708
"complete_null",2,500,10,14,45,0.8,0.2,0,0.395188382319019,-0.00283761775447477
"complete_null",2,500,10,15,45,1,0,0,-0.00315562578526165,-0.00315562578526165
"complete_null",2,500,10,16,45,0.466666666666667,0.533333333333333,0,1.06021210124662,-0.00260481532226744
"complete_null",2,500,10,17,45,0.533333333333333,0.466666666666667,0,0.927764895760159,-0.00237092367615756
"complete_null",2,500,10,18,45,0.8,0.2,0,0.397539325035508,-0.00225170086400041
"complete_null",2,500,10,19,45,0.8,0.2,0,0.396066055768329,-0.00320317808483471
"complete_null",2,500,10,20,45,0.644444444444444,0.355555555555556,0,0.706860869769645,-0.00256357656280472
"complete_null",2,500,10,21,45,0.533333333333333,0.466666666666667,0,0.92941188320712,-0.002466999755261
"complete_null",2,500,10,22,45,0.533333333333333,0.466666666666667,0,0.929145853584745,-0.00335635574469983
"complete_null",2,500,10,23,45,0.444444444444444,0.555555555555556,0,1.1067526761048,-0.00242844599391861
"complete_null",2,500,10,24,45,0.533333333333333,0.466666666666667,0,0.928826304106303,-0.00440108974726981
"complete_null",2,500,10,25,45,0.466666666666667,0.533333333333333,0,1.05924214358273,-0.00237494291293702
"complete_null",2,500,10,26,45,1,0,0,-0.0057681846191572,-0.0057681846191572
"complete_null",2,500,10,27,45,0.8,0.2,0,0.396414697436414,-0.00276493110415246
"complete_null",2,500,10,28,45,0.8,0.2,0,0.396807162701931,-0.00184340674441917
"complete_null",2,500,10,29,45,0.533333333333333,0.466666666666667,0,0.928093807667459,-0.00184306550965759
"complete_null",2,500,10,30,45,0.644444444444444,0.355555555555556,0,0.706528868324881,-0.00325465912221661
"complete_null",2,500,10,31,45,0.466666666666667,0.533333333333333,0,1.06254049834396,-0.0026961001982582
"complete_null",2,500,10,32,45,1,0,0,-0.00343393367067731,-0.00343393367067731
"complete_null",2,500,10,33,45,0.533333333333333,0.466666666666667,0,0.9274060277261,-0.00368019052377649
"complete_null",2,500,10,34,45,0.466666666666667,0.533333333333333,0,1.06002148397395,-0.00267973691313016
"complete_null",2,500,10,35,45,1,0,0,-0.00302832661498633,-0.00302832661498633
"complete_null",2,500,10,36,45,0.533333333333333,0.466666666666667,0,0.924012657409397,-0.00311144111553275
"complete_null",2,500,10,37,45,0.533333333333333,0.466666666666667,0,0.92938588222853,-0.00253124129595673
"complete_null",2,500,10,38,45,0.466666666666667,0.533333333333333,0,1.05920866281878,-0.00441027984865211
"complete_null",2,500,10,39,45,0.444444444444444,0.555555555555556,0,1.10542676751577,-0.00441797275508152
"complete_null",2,500,10,40,45,0.644444444444444,0.355555555555556,0,0.703622655285493,-0.00451691341802161
"complete_null",2,500,10,41,45,0.8,0.2,0,0.396118752838938,-0.00180661678884675
"complete_null",2,500,10,42,45,0.8,0.2,0,0.396568309608416,-0.00301566505141117
"complete_null",2,500,10,43,45,0.8,0.2,0,0.395305964531522,-0.00451681503758631
"complete_null",2,500,10,44,45,0.644444444444444,0.355555555555556,0,0.70481295404994,-0.00388598049599386
"complete_null",2,500,10,45,45,0.444444444444444,0.555555555555556,0,1.10866819091007,-0.00175274474819423
"complete_null",2,500,10,46,45,0.8,0.2,0,0.397401704779354,-0.00199331196880747
"complete_null",2,500,10,47,45,1,0,0,-0.00151291293651996,-0.00151291293651996
"complete_null",2,500,10,48,45,0.533333333333333,0.466666666666667,0,0.926226123122123,-0.00232353894786702
"complete_null",2,500,10,49,45,0.8,0.2,0,0.391010382833412,-0.00701949772009962
"complete_null",2,500,10,50,45,1,0,0,-0.00145437474149947,-0.00145437474149947
"complete_null",2,500,10,51,45,0.644444444444444,0.355555555555556,0,0.703847064438995,-0.00222016507504502
"complete_null",2,500,10,52,45,0.533333333333333,0.466666666666667,0,0.92811057887945,-0.00299890420686411
"complete_null",2,500,10,53,45,0.644444444444444,0.355555555555556,0,0.706048552181392,-0.00365668949709445
"complete_null",2,500,10,54,45,0.466666666666667,0.533333333333333,0,1.06303228471292,-0.00193024365116637
"complete_null",2,500,10,55,45,0.644444444444444,0.355555555555556,0,0.705628146888524,-0.00351804058941805
"complete_null",2,500,10,56,45,0.644444444444444,0.355555555555556,0,0.705173616948199,-0.0039083525944878
"complete_null",2,500,10,57,45,0.444444444444444,0.555555555555556,0,1.10777235651962,-0.00165951892394249
"complete_null",2,500,10,58,45,0.8,0.2,0,0.391995288337365,-0.00697316982935255
"complete_null",2,500,10,59,45,0.466666666666667,0.533333333333333,0,1.06243551871085,-0.00276870923279019
"complete_null",2,500,10,60,45,0.644444444444444,0.355555555555556,0,0.707382185069894,-0.00168448251954368
"complete_null",2,500,10,61,45,0.644444444444444,0.355555555555556,0,0.708677836195898,-0.00185249922619122
"complete_null",2,500,10,62,45,0.466666666666667,0.533333333333333,0,1.06297297162567,-0.00238067324662426
"complete_null",2,500,10,63,45,1,0,0,-0.00158622369170836,-0.00158622369170836
"complete_null",2,500,10,64,45,0.466666666666667,0.533333333333333,0,1.0617604748597,-0.00244668599939586
"complete_null",2,500,10,65,45,0.533333333333333,0.466666666666667,0,0.930100446965306,-0.0020837429036651
"complete_null",2,500,10,66,45,1,0,0,-0.00448347415986945,-0.00448347415986945
"complete_null",2,500,10,67,45,0.444444444444444,0.555555555555556,0,1.10451964807536,-0.00213372836872854
"complete_null",2,500,10,68,45,0.533333333333333,0.466666666666667,0,0.924650541650993,-0.00453616387462172
"complete_null",2,500,10,69,45,0.533333333333333,0.466666666666667,0,0.929378141811282,-0.00260130018645216
"complete_null",2,500,10,70,45,0.533333333333333,0.466666666666667,0,0.928332759009111,-0.00203241725309695
"complete_null",2,500,10,71,45,1,0,0,-0.00113246553620986,-0.00113246553620986
"complete_null",2,500,10,72,45,0.644444444444444,0.355555555555556,0,0.70585729054504,-0.00211093948700305
"complete_null",2,500,10,73,45,0.466666666666667,0.533333333333333,0,1.05941493884954,-0.00314487926613382
"complete_null",2,500,10,74,45,0.466666666666667,0.533333333333333,0,1.05886186792563,-0.00400372996364283
"complete_null",2,500,10,75,45,0.644444444444444,0.355555555555556,0,0.708292431636177,-0.00206856562966229
"complete_null",2,500,10,76,45,0.533333333333333,0.466666666666667,0,0.9260792439907,-0.00227337266351069
"complete_null",2,500,10,77,45,0.533333333333333,0.466666666666667,0,0.926909125636097,-0.00377402565225829
"complete_null",2,500,10,78,45,0.533333333333333,0.466666666666667,0,0.927629581308229,-0.00298642611051235
"complete_null",2,500,10,79,45,0.533333333333333,0.466666666666667,0,0.927223775637476,-0.00211086479504893
"complete_null",2,500,10,80,45,0.533333333333333,0.466666666666667,0,0.926876884879318,-0.00274262651467908
"complete_null",2,500,10,81,45,0.644444444444444,0.355555555555556,0,0.707043851386163,-0.00133821995809493
"complete_null",2,500,10,82,45,1,0,0,-0.00156202651906702,-0.00156202651906702
"complete_null",2,500,10,83,45,0.533333333333333,0.466666666666667,0,0.925777494920284,-0.00285920742292706
"complete_null",2,500,10,84,45,0.466666666666667,0.533333333333333,0,1.06191650369221,-0.00239336577961354
"complete_null",2,500,10,85,45,0.533333333333333,0.466666666666667,0,0.930195292030819,-0.00122675902419903
"complete_null",2,500,10,86,45,0.466666666666667,0.533333333333333,0,1.05404669249709,-0.00274100440969582
"complete_null",2,500,10,87,45,0.444444444444444,0.555555555555556,0,1.10624597365146,-0.0021745472755902
"complete_null",2,500,10,88,45,0.466666666666667,0.533333333333333,0,1.06102780265713,-0.00176750689173437
"complete_null",2,500,10,89,45,0.644444444444444,0.355555555555556,0,0.706792013371522,-0.00187179640196717
"complete_null",2,500,10,90,45,0.644444444444444,0.355555555555556,0,0.705900484425303,-0.00316714154742658
"complete_null",2,500,10,91,45,0.466666666666667,0.533333333333333,0,1.06235637348831,-0.00224929183169772
"complete_null",2,500,10,92,45,0.644444444444444,0.355555555555556,0,0.700557862797278,-0.00684744593985111
"complete_null",2,500,10,93,45,0.466666666666667,0.533333333333333,0,1.06493442417435,-0.000823983055569606
"complete_null",2,500,10,94,45,0.533333333333333,0.466666666666667,0,0.93117457579174,-0.00101632498487104
"complete_null",2,500,10,95,45,0.444444444444444,0.555555555555556,0,1.10691127462347,-0.00085806438317218
"complete_null",2,500,10,96,45,0.466666666666667,0.533333333333333,0,1.06202029475194,-0.00243908984571116
"complete_null",2,500,10,97,45,0.8,0.2,0,0.395197013985245,-0.00368687941446968
"complete_null",2,500,10,98,45,0.533333333333333,0.466666666666667,0,0.929079683747928,-0.00186262429920812
"complete_null",2,500,10,99,45,0.533333333333333,0.466666666666667,0,0.928221373251754,-0.00304537013195324
"complete_null",2,500,10,100,45,1,0,0,-0.00364882343618401,-0.00364882343618401
"complete_null",3,500,10,1,45,0,1,0,0.74429022463231,0
"complete_null",3,500,10,2,45,0.111111111111111,0.888888888888889,0,0.400685607163865,-0.00591341653303272
"complete_null",3,500,10,3,45,0.0222222222222222,0.977777777777778,0,0.751463981178462,-0.000721432703207014
"complete_null",3,500,10,4,45,0.0222222222222222,0.977777777777778,0,0.336874922116469,-0.00127112631006754
"complete_null",3,500,10,5,45,0.0444444444444444,0.955555555555556,0,0.769204745972974,-0.00161538582025172
"complete_null",3,500,10,6,45,0,1,0,0.633730582544071,0
"complete_null",3,500,10,7,45,0.0222222222222222,0.977777777777778,0,1.09545906694186,-0.00237469024775194
"complete_null",3,500,10,8,45,0.0444444444444444,0.955555555555556,0,0.971044939967932,-0.00118336785187473
"complete_null",3,500,10,9,45,0.177777777777778,0.822222222222222,0,0.240327803379174,-0.00279223275455937
"complete_null",3,500,10,10,45,0,1,0,0.741444680589206,0
"complete_null",3,500,10,11,45,0.0888888888888889,0.911111111111111,0,0.331584746559002,-0.00330514755296152
"complete_null",3,500,10,12,45,0.0666666666666667,0.933333333333333,0,0.856656533922918,-0.00146700271718718
"complete_null",3,500,10,13,45,0.0444444444444444,0.955555555555556,0,0.410955698435661,-0.00282478208627079
"complete_null",3,500,10,14,45,0.0888888888888889,0.911111111111111,0,0.273112961621033,-0.00352880118198248
"complete_null",3,500,10,15,45,0.0222222222222222,0.977777777777778,0,0.708189970895778,-0.00366401457980159
"complete_null",3,500,10,16,45,0.0666666666666667,0.933333333333333,0,0.219119681327221,-0.0121806183460007
"complete_null",3,500,10,17,45,0.0222222222222222,0.977777777777778,0,0.843071931156003,-0.00609970506434077
"complete_null",3,500,10,18,45,0.2,0.8,0,0.253853987973706,-0.00298295554886199
"complete_null",3,500,10,19,45,0.0444444444444444,0.955555555555556,0,0.549096843995438,-0.00438439653811612
"complete_null",3,500,10,20,45,0.0222222222222222,0.977777777777778,0,0.653398961929422,-0.00199826698244621
"complete_null",3,500,10,21,45,0.0666666666666667,0.933333333333333,0,0.282786074628381,-0.00683531148576333
"complete_null",3,500,10,22,45,0.0222222222222222,0.977777777777778,0,0.627501757863774,-0.00143074100460461
"complete_null",3,500,10,23,45,0.0888888888888889,0.911111111111111,0,0.412099554212926,-0.00744321036495926
"complete_null",3,500,10,24,45,0.0444444444444444,0.955555555555556,0,0.647735977988394,-0.000514305639267187
"complete_null",3,500,10,25,45,0,1,0,0.737462204758267,0
"complete_null",3,500,10,26,45,0.0222222222222222,0.977777777777778,0,1.06578146146662,-0.000234120311699004
"complete_null",3,500,10,27,45,0.0666666666666667,0.933333333333333,0,0.501341040735594,-0.0045001620615294
"complete_null",3,500,10,28,45,0.0222222222222222,0.977777777777778,0,0.714435056171172,-0.00320974949725517
"complete_null",3,500,10,29,45,0.0222222222222222,0.977777777777778,0,0.823349957932135,-0.00225249753215295
"complete_null",3,500,10,30,45,0.0222222222222222,0.977777777777778,0,0.88460317234429,-0.00298767329704974
"complete_null",3,500,10,31,45,0.0444444444444444,0.955555555555556,0,0.5609685704939,-0.0044512737450203
"complete_null",3,500,10,32,45,0,1,0,0.715163100611498,0
"complete_null",3,500,10,33,45,0,1,0,0.612910247634504,0
"complete_null",3,500,10,34,45,0,1,0,0.596698985621018,0
