eta_b_waba,eta_b_iwaba,info_gain,radius_prop,scenario,K,n,p,rep
0.6253583926756816,0.6513765325802836,1.1188318003809243,0.10621060318491672,Heteroscedastic,2,100,5,58
0.6811178428315083,0.6970105341757452,1.0763652118368296,0.07094730580014894,Heteroscedastic,2,100,5,59
0.7373026627789676,0.7554415519143813,1.095354641642391,0.08705367012405667,Heteroscedastic,2,100,5,60
0.6814468928628915,0.7108776187870169,1.1519065219592826,0.13187400111330577,Heteroscedastic,2,100,5,61
0.7575469259119516,0.7724065939019881,1.0736921785424072,0.06863436282310298,Heteroscedastic,2,100,5,62
0.6983121360214668,0.7205501240632916,1.120480275027124,0.10752556534224347,Heteroscedastic,2,100,5,63
0.5726272837013662,0.612820154363402,1.1915581923182463,0.1607627672346901,Heteroscedastic,2,100,5,64
0.6184567800709764,0.6374179087661038,1.0944975649996513,0.08633876220609168,Heteroscedastic,2,100,5,65
0.7032245867347238,0.7180525256352808,1.0655500384955157,0.0615175600650983,Heteroscedastic,2,100,5,66
0.6822462788973002,0.6883152070519818,1.0270626226492356,0.026349535123213256,Heteroscedastic,2,100,5,67
0.782825924899101,0.7880596136207358,1.0349170949186177,0.03373902614041118,Heteroscedastic,2,100,5,68
0.6296982558748516,0.6623563883462185,1.130366932058539,0.11533151613089443,Heteroscedastic,2,100,5,69
0.7941033358316958,0.8016193851794322,1.0452166947974557,0.04326059373383613,Heteroscedastic,2,100,5,70
0.6640292731511384,0.6917137151578415,1.1159487354353579,0.10390148915767507,Heteroscedastic,2,100,5,71
0.6767955471913288,0.6948681033442984,1.0763179272638417,0.0709064908524316,Heteroscedastic,2,100,5,72
0.7126233115239947,0.7267892192256992,1.0761820072739967,0.0707891478942007,Heteroscedastic,2,100,5,73
0.7033491299699242,0.7178136994764385,1.0654049926068347,0.061389793609659724,Heteroscedastic,2,100,5,74
0.8068242039910627,0.818962194608843,1.067449187957456,0.06318725867084943,Heteroscedastic,2,100,5,75
0.7257808129136273,0.743700235922975,1.0918108663798551,0.08409044936901466,Heteroscedastic,2,100,5,76
0.711382021358739,0.7338656234793253,1.1208255185706588,0.10780047078580307,Heteroscedastic,2,100,5,77
